  9809     SPring-8 14b2 
 Fe-K_Fe-foil_S  12.06.21 07:32 - 12.06.21 07:36
 Fe-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.09889 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4522
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       17.00000  13.20000    -0.000840       0.05      4522
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   282.500   132.700
  16.04072  16.05925     0.051     15522       714
  16.03988  16.05835     0.051     15513       701
  16.03904  16.05744     0.051     15520       695
  16.03820  16.05654     0.051     15525       688
  16.03736  16.05561     0.051     15520       682
  16.03652  16.05473     0.051     15536       677
  16.03568  16.05390     0.051     15521       672
  16.03484  16.05308     0.051     15538       668
  16.03400  16.05233     0.051     15536       664
  16.03316  16.05163     0.051     15545       662
  16.03232  16.05091     0.051     15545       658
  16.03148  16.05018     0.051     15542       655
  16.03064  16.04940     0.051     15553       655
  16.02980  16.04851     0.051     15546       654
  16.02896  16.04759     0.051     15563       654
  16.02812  16.04669     0.051     15555       656
  16.02728  16.04576     0.051     15569       658
  16.02644  16.04486     0.051     15570       661
  16.02560  16.04403     0.051     15566       663
  16.02476  16.04320     0.051     15575       668
  16.02392  16.04244     0.051     15572       672
  16.02308  16.04173     0.051     15581       674
  16.02224  16.04101     0.051     15575       678
  16.02140  16.04027     0.051     15584       680
  16.02056  16.03950     0.051     15589       683
  16.01972  16.03862     0.051     15580       684
  16.01888  16.03769     0.051     15596       685
  16.01804  16.03680     0.051     15587       687
  16.01720  16.03587     0.051     15599       687
  16.01636  16.03497     0.051     15593       688
  16.01552  16.03414     0.051     15600       688
  16.01468  16.03331     0.051     15603       689
  16.01384  16.03253     0.051     15602       689
  16.01300  16.03183     0.051     15614       691
  16.01216  16.03112     0.051     15602       691
  16.01132  16.03038     0.051     15619       696
  16.01048  16.02963     0.051     15607       696
  16.00964  16.02877     0.051     15616       701
  16.00880  16.02785     0.051     15619       703
  16.00796  16.02696     0.051     15613       706
  16.00712  16.02604     0.051     15628       711
  16.00628  16.02513     0.051     15618       714
  16.00544  16.02428     0.051     15627       718
  16.00460  16.02345     0.051     15625       722
  16.00376  16.02266     0.051     15633       725
  16.00292  16.02195     0.051     15633       727
  16.00208  16.02125     0.051     15628       730
  16.00124  16.02051     0.051     15641       734
  16.00040  16.01976     0.051     15630       736
  15.99956  16.01893     0.051     15646       738
  15.99872  16.01801     0.051     15639       741
  15.99788  16.01711     0.051     15646       743
  15.99704  16.01619     0.051     15646       746
  15.99620  16.01527     0.051     15638       746
  15.99536  16.01441     0.051     15658       750
  15.99452  16.01357     0.051     15647       750
  15.99368  16.01277     0.051     15657       754
  15.99284  16.01205     0.051     15648       758
  15.99200  16.01134     0.051     15657       761
  15.99116  16.01061     0.051     15650       766
  15.99032  16.00986     0.051     15653       769
  15.98948  16.00904     0.051     15657       776
  15.98864  16.00812     0.051     15654       781
  15.98780  16.00722     0.051     15661       787
  15.98696  16.00632     0.051     15660       793
  15.98612  16.00540     0.051     15664       802
  15.98528  16.00453     0.051     15669       809
  15.98444  16.00370     0.051     15662       818
  15.98360  16.00289     0.051     15675       827
  15.98276  16.00216     0.051     15661       836
  15.98192  16.00146     0.051     15673       846
  15.98108  16.00073     0.051     15669       855
  15.98024  15.99999     0.051     15677       867
  15.97940  15.99918     0.051     15671       878
  15.97856  15.99828     0.051     15669       888
  15.97772  15.99737     0.051     15684       901
  15.97688  15.99647     0.051     15675       912
  15.97604  15.99554     0.051     15687       923
  15.97520  15.99467     0.051     15682       934
  15.97436  15.99383     0.051     15680       944
  15.97352  15.99302     0.051     15683       955
  15.97268  15.99227     0.051     15681       962
  15.97184  15.99157     0.051     15695       971
  15.97100  15.99085     0.051     15689       978
  15.97016  15.99011     0.051     15709       985
  15.96932  15.98932     0.051     15696       990
  15.96848  15.98843     0.051     15704       992
  15.96764  15.98751     0.051     15705       996
  15.96680  15.98661     0.051     15707       998
  15.96596  15.98568     0.051     15712       999
  15.96512  15.98478     0.051     15706       996
  15.96428  15.98394     0.051     15720       997
  15.96344  15.98311     0.051     15715       995
  15.96260  15.98235     0.051     15721       993
  15.96176  15.98165     0.051     15724       991
  15.96092  15.98093     0.051     15724       987
  15.96008  15.98019     0.051     15736       985
  15.95924  15.97941     0.051     15728       978
  15.95840  15.97853     0.051     15748       975
  15.95756  15.97761     0.051     15739       968
  15.95672  15.97672     0.051     15744       960
  15.95588  15.97579     0.051     15751       955
  15.95504  15.97490     0.051     15754       948
  15.95420  15.97406     0.051     15762       940
  15.95336  15.97324     0.051     15756       930
  15.95252  15.97247     0.051     15766       921
  15.95168  15.97176     0.051     15764       911
  15.95084  15.97105     0.051     15770       902
  15.95000  15.97031     0.051     15771       892
  15.94916  15.96955     0.051     15775       882
  15.94832  15.96868     0.051     15780       873
  15.94748  15.96776     0.051     15776       864
  15.94664  15.96686     0.051     15786       854
  15.94580  15.96595     0.051     15777       845
  15.94496  15.96504     0.051     15792       834
  15.94412  15.96420     0.051     15787       826
  15.94328  15.96337     0.051     15787       815
  15.94244  15.96258     0.051     15799       806
  15.94160  15.96188     0.051     15788       797
  15.94076  15.96117     0.051     15802       787
  15.93992  15.96043     0.051     15796       778
  15.93908  15.95967     0.051     15802       771
  15.93824  15.95881     0.051     15802       764
  15.93740  15.95788     0.051     15803       759
  15.93656  15.95698     0.051     15813       755
  15.93572  15.95606     0.051     15808       750
  15.93488  15.95514     0.051     15815       751
  15.93404  15.95428     0.051     15812       750
  15.93320  15.95345     0.051     15820       751
  15.93236  15.95266     0.051     15818       753
  15.93152  15.95195     0.051     15817       756
  15.93068  15.95124     0.051     15834       762
  15.92984  15.95051     0.051     15821       766
  15.92900  15.94976     0.051     15836       773
  15.92816  15.94892     0.051     15829       779
  15.92732  15.94800     0.051     15835       788
  15.92648  15.94710     0.051     15835       796
  15.92564  15.94619     0.051     15837       806
  15.92480  15.94527     0.051     15842       816
  15.92396  15.94441     0.051     15835       824
  15.92312  15.94358     0.051     15849       835
  15.92228  15.94278     0.051     15841       846
  15.92144  15.94206     0.051     15847       858
  15.92060  15.94136     0.051     15849       869
  15.91976  15.94063     0.051     15852       883
  15.91892  15.93988     0.051     15866       894
  15.91808  15.93906     0.051     15853       907
  15.91724  15.93815     0.051     15865       922
  15.91640  15.93724     0.051     15866       934
  15.91556  15.93634     0.051     15870       949
  15.91472  15.93542     0.051     15872       963
  15.91388  15.93454     0.051     15873       977
  15.91304  15.93370     0.051     15877       993
  15.91220  15.93290     0.051     15874      1007
  15.91136  15.93216     0.051     15889      1021
  15.91052  15.93146     0.051     15880      1037
  15.90968  15.93072     0.051     15894      1047
  15.90884  15.92998     0.051     15889      1060
  15.90800  15.92917     0.051     15891      1072
  15.90716  15.92825     0.051     15898      1079
  15.90632  15.92734     0.051     15896      1087
  15.90548  15.92644     0.051     15906      1093
  15.90464  15.92551     0.051     15900      1094
  15.90380  15.92463     0.051     15904      1096
  15.90296  15.92380     0.051     15907      1095
  15.90212  15.92299     0.051     15908      1090
  15.90128  15.92225     0.051     15919      1085
  15.90044  15.92155     0.051     15907      1074
  15.89960  15.92082     0.051     15925      1063
  15.89876  15.92008     0.051     15916      1047
  15.89792  15.91929     0.051     15926      1031
  15.89708  15.91840     0.051     15926      1012
  15.89624  15.91748     0.051     15927       989
  15.89540  15.91659     0.051     15935       967
  15.89456  15.91566     0.051     15926       942
  15.89372  15.91478     0.051     15936       918
  15.89288  15.91394     0.051     15941       890
  15.89204  15.91312     0.051     15940       865
  15.89120  15.91236     0.051     15942       839
  15.89036  15.91166     0.051     15944       813
  15.88952  15.91094     0.051     15949       787
  15.88868  15.91020     0.051     15942       763
  15.88784  15.90943     0.051     15960       739
  15.88700  15.90855     0.051     15952       716
  15.88616  15.90763     0.051     15961       697
  15.88532  15.90673     0.051     15958       675
  15.88448  15.90580     0.051     15965       657
  15.88364  15.90490     0.051     15967       640
  15.88280  15.90406     0.051     15967       623
  15.88196  15.90323     0.051     15980       609
  15.88112  15.90246     0.051     15971       596
  15.88028  15.90176     0.051     15979       584
  15.87944  15.90104     0.051     15984       574
  15.87860  15.90030     0.051     15985       565
  15.87776  15.89953     0.051     15991       558
  15.87692  15.89865     0.051     15986       552
  15.87608  15.89773     0.051     15998       547
  15.87524  15.89683     0.051     15996       544
  15.87440  15.89592     0.051     15998       542
  15.87356  15.89502     0.051     16000       541
  15.87272  15.89417     0.051     16007       543
  15.87188  15.89335     0.051     16011       543
  15.87104  15.89257     0.051     16005       548
  15.87020  15.89187     0.051     16020       555
  15.86936  15.89116     0.051     16019       560
  15.86852  15.89042     0.051     16019       568
  15.86768  15.88966     0.051     16023       576
  15.86684  15.88881     0.051     16024       586
  15.86600  15.88789     0.051     16035       598
  15.86516  15.88699     0.051     16028       610
  15.86432  15.88608     0.051     16039       623
  15.86348  15.88516     0.051     16031       636
  15.86264  15.88431     0.051     16042       651
  15.86180  15.88348     0.051     16045       667
  15.86096  15.88269     0.051     16043       682
  15.86012  15.88197     0.051     16055       699
  15.85928  15.88127     0.051     16050       717
  15.85844  15.88053     0.051     16057       735
  15.85760  15.87978     0.051     16053       753
  15.85676  15.87894     0.051     16065       773
  15.85592  15.87803     0.051     16064       792
  15.85508  15.87712     0.051     16059       812
  15.85424  15.87621     0.051     16069       833
  15.85340  15.87529     0.051     16061       854
  15.85256  15.87442     0.051     16081       872
  15.85172  15.87359     0.051     16069       896
  15.85088  15.87279     0.051     16083       918
  15.85004  15.87206     0.051     16079       939
  15.84920  15.87135     0.051     16082       959
  15.84836  15.87062     0.051     16090       983
  15.84752  15.86987     0.051     16086      1003
  15.84668  15.86905     0.051     16097      1024
  15.84584  15.86814     0.051     16095      1045
  15.84500  15.86724     0.051     16096      1065
  15.84416  15.86633     0.051     16101      1082
  15.84332  15.86541     0.051     16101      1101
  15.84248  15.86454     0.051     16112      1118
  15.84164  15.86371     0.051     16102      1133
  15.84080  15.86290     0.051     16114      1150
  15.83996  15.86217     0.051     16102      1162
  15.83912  15.86147     0.051     16121      1175
  15.83828  15.86074     0.051     16113      1185
  15.83744  15.86000     0.051     16120      1194
  15.83660  15.85920     0.051     16132      1203
  15.83576  15.85829     0.051     16119      1210
  15.83492  15.85737     0.051     16134      1217
  15.83408  15.85647     0.051     16130      1220
  15.83324  15.85555     0.051     16131      1222
  15.83240  15.85467     0.051     16131      1225
  15.83156  15.85384     0.051     16138      1225
  15.83072  15.85302     0.051     16145      1227
  15.82988  15.85228     0.051     16132      1223
  15.82904  15.85158     0.051     16145      1221
  15.82820  15.85085     0.051     16140      1219
  15.82736  15.85011     0.051     16145      1214
  15.82652  15.84932     0.051     16144      1207
  15.82568  15.84842     0.051     16148      1201
  15.82484  15.84750     0.051     16156      1195
  15.82400  15.84660     0.051     16147      1186
  15.82316  15.84567     0.051     16161      1181
  15.82232  15.84478     0.051     16153      1170
  15.82148  15.84394     0.051     16158      1161
  15.82064  15.84312     0.051     16160      1153
  15.81980  15.84236     0.051     16161      1143
  15.81896  15.84165     0.051     16166      1136
  15.81812  15.84093     0.051     16163      1125
  15.81728  15.84020     0.051     16174      1117
  15.81644  15.83942     0.051     16167      1108
  15.81560  15.83853     0.051     16172      1101
  15.81476  15.83762     0.051     16176      1093
  15.81392  15.83672     0.051     16179      1087
  15.81308  15.83580     0.051     16180      1080
  15.81224  15.83490     0.051     16178      1075
  15.81140  15.83406     0.051     16192      1070
  15.81056  15.83324     0.051     16179      1067
  15.80972  15.83247     0.051     16185      1064
  15.80888  15.83176     0.051     16190      1061
  15.80804  15.83104     0.051     16189      1060
  15.80720  15.83030     0.051     16198      1060
  15.80636  15.82954     0.051     16189      1060
  15.80552  15.82867     0.051     16209      1062
  15.80468  15.82775     0.051     16194      1064
  15.80384  15.82685     0.051     16207      1067
  15.80300  15.82593     0.051     16205      1070
  15.80216  15.82503     0.051     16204      1073
  15.80132  15.82418     0.051     16213      1078
  15.80048  15.82335     0.051     16209      1083
  15.79964  15.82258     0.051     16219      1088
  15.79880  15.82187     0.051     16214      1093
  15.79796  15.82115     0.051     16219      1098
  15.79712  15.82041     0.051     16226      1104
  15.79628  15.81966     0.051     16226      1109
  15.79544  15.81880     0.051     16236      1114
  15.79460  15.81787     0.051     16224      1117
  15.79376  15.81697     0.051     16240      1122
  15.79292  15.81605     0.051     16233      1122
  15.79208  15.81514     0.051     16245      1128
  15.79124  15.81428     0.051     16243      1127
  15.79040  15.81345     0.051     16245      1129
  15.78956  15.81266     0.051     16249      1128
  15.78872  15.81195     0.051     16244      1126
  15.78788  15.81125     0.051     16257      1126
  15.78704  15.81051     0.051     16252      1122
  15.78620  15.80977     0.051     16258      1121
  15.78536  15.80893     0.051     16261      1115
  15.78452  15.80801     0.051     16266      1112
  15.78368  15.80711     0.051     16275      1108
  15.78284  15.80620     0.051     16269      1102
  15.78200  15.80529     0.051     16279      1099
  15.78116  15.80442     0.051     16270      1093
  15.78032  15.80360     0.051     16274      1087
  15.77948  15.80280     0.051     16279      1083
  15.77864  15.80207     0.051     16285      1080
  15.77780  15.80137     0.051     16290      1075
  15.77696  15.80064     0.051     16287      1070
  15.77612  15.79990     0.051     16294      1068
  15.77528  15.79909     0.051     16286      1062
  15.77444  15.79817     0.051     16301      1060
  15.77360  15.79726     0.051     16295      1057
  15.77276  15.79636     0.051     16296      1055
  15.77192  15.79543     0.051     16299      1049
  15.77108  15.79456     0.051     16295      1047
  15.77024  15.79372     0.051     16315      1046
  15.76940  15.79291     0.051     16302      1041
  15.76856  15.79217     0.051     16308      1039
  15.76772  15.79147     0.051     16311      1035
  15.76688  15.79073     0.051     16310      1031
  15.76604  15.78999     0.051     16315      1027
  15.76520  15.78918     0.051     16307      1021
  15.76436  15.78827     0.051     16316      1018
  15.76352  15.78735     0.051     16310      1008
  15.76268  15.78644     0.051     16321      1004
  15.76184  15.78552     0.051     16321       998
  15.76100  15.78464     0.051     16321       993
  15.76016  15.78381     0.051     16330       983
  15.75932  15.78300     0.051     16320       975
  15.75848  15.78226     0.051     16333       970
  15.75764  15.78156     0.051     16331       961
  15.75680  15.78084     0.051     16332       955
  15.75596  15.78010     0.051     16335       947
  15.75512  15.77932     0.051     16330       941
  15.75428  15.77842     0.051     16338       933
  15.75344  15.77751     0.051     16332       929
  15.75260  15.77661     0.051     16342       923
  15.75176  15.77568     0.051     16341       917
  15.75092  15.77479     0.051     16343       912
  15.75008  15.77396     0.051     16346       910
  15.74924  15.77314     0.051     16344       905
  15.74840  15.77239     0.051     16351       902
  15.74756  15.77169     0.051     16347       900
  15.74672  15.77097     0.051     16357       898
  15.74588  15.77023     0.051     16342       895
  15.74504  15.76946     0.051     16355       894
  15.74420  15.76858     0.051     16355       893
  15.74336  15.76765     0.051     16356       889
  15.74252  15.76675     0.051     16358       886
  15.74168  15.76582     0.051     16354       884
  15.74084  15.76492     0.051     16369       881
  15.74000  15.76408     0.051     16358       879
  15.73916  15.76325     0.051     16362       875
  15.73832  15.76248     0.051     16367       873
  15.73748  15.76177     0.051     16369       869
  15.73664  15.76105     0.051     16377       864
  15.73580  15.76031     0.051     16370       860
  15.73496  15.75955     0.051     16379       857
  15.73412  15.75868     0.051     16379       850
  15.73328  15.75775     0.051     16380       847
  15.73244  15.75686     0.051     16383       844
  15.73160  15.75594     0.051     16380       838
  15.73076  15.75504     0.051     16391       835
  15.72992  15.75419     0.051     16380       830
  15.72908  15.75337     0.051     16396       826
  15.72824  15.75259     0.051     16386       822
  15.72740  15.75188     0.051     16395       818
  15.72656  15.75118     0.051     16389       814
  15.72572  15.75044     0.051     16393       809
  15.72488  15.74968     0.051     16404       808
  15.72404  15.74883     0.051     16396       802
  15.72320  15.74791     0.051     16403       801
  15.72236  15.74701     0.051     16399       798
  15.72152  15.74609     0.051     16408       798
  15.72068  15.74518     0.051     16403       796
  15.71984  15.74432     0.051     16405       795
  15.71900  15.74350     0.051     16418       797
  15.71816  15.74270     0.051     16409       798
  15.71732  15.74199     0.051     16414       797
  15.71648  15.74129     0.051     16412       801
  15.71564  15.74055     0.051     16422       806
  15.71480  15.73980     0.051     16419       812
  15.71396  15.73897     0.051     16421       817
  15.71312  15.73804     0.051     16432       824
  15.71228  15.73713     0.051     16421       832
  15.71144  15.73622     0.051     16434       841
  15.71060  15.73529     0.051     16424       849
  15.70976  15.73443     0.051     16436       859
  15.70892  15.73360     0.051     16436       869
  15.70808  15.73280     0.051     16435       880
  15.70724  15.73207     0.051     16441       894
  15.70640  15.73137     0.051     16440       904
  15.70556  15.73063     0.051     16451       918
  15.70472  15.72989     0.051     16442       929
  15.70388  15.72907     0.051     16451       942
  15.70304  15.72816     0.051     16444       955
  15.70220  15.72725     0.051     16451       968
  15.70136  15.72634     0.051     16457       981
  15.70052  15.72542     0.051     16448       992
  15.69968  15.72455     0.051     16461      1007
  15.69884  15.72372     0.051     16452      1019
  15.69800  15.72292     0.051     16468      1033
  15.69716  15.72218     0.051     16466      1044
  15.69632  15.72148     0.051     16464      1059
  15.69548  15.72075     0.051     16475      1069
  15.69464  15.72001     0.051     16464      1081
  15.69380  15.71921     0.051     16473      1092
  15.69296  15.71830     0.051     16471      1104
  15.69212  15.71738     0.051     16480      1116
  15.69128  15.71648     0.051     16480      1127
  15.69044  15.71556     0.051     16475      1136
  15.68960  15.71469     0.051     16487      1148
  15.68876  15.71385     0.051     16481      1157
  15.68792  15.71304     0.051     16491      1166
  15.68708  15.71229     0.051     16487      1175
  15.68624  15.71159     0.051     16494      1184
  15.68540  15.71087     0.051     16495      1193
  15.68456  15.71013     0.051     16492      1201
  15.68372  15.70934     0.051     16499      1210
  15.68288  15.70844     0.051     16491      1214
  15.68204  15.70752     0.051     16509      1223
  15.68120  15.70661     0.051     16503      1229
  15.68036  15.70568     0.051     16506      1235
  15.67952  15.70479     0.051     16513      1240
  15.67868  15.70396     0.051     16508      1247
  15.67784  15.70313     0.051     16518      1251
  15.67700  15.70238     0.051     16511      1254
  15.67616  15.70168     0.051     16520      1260
  15.67532  15.70097     0.051     16511      1261
  15.67448  15.70022     0.051     16521      1267
  15.67364  15.69945     0.051     16519      1269
  15.67280  15.69856     0.051     16519      1270
  15.67196  15.69764     0.051     16525      1273
  15.67112  15.69674     0.051     16522      1274
  15.67028  15.69582     0.051     16531      1276
  15.66944  15.69492     0.051     16530      1274
  15.66860  15.69408     0.051     16533      1275
  15.66776  15.69325     0.051     16536      1275
  15.66692  15.69248     0.051     16528      1275
  15.66608  15.69178     0.051     16542      1276
  15.66524  15.69107     0.051     16534      1274
  15.66440  15.69033     0.051     16545      1275
  15.66356  15.68957     0.051     16534      1273
  15.66272  15.68870     0.051     16544      1274
  15.66188  15.68778     0.051     16546      1274
  15.66104  15.68688     0.051     16538      1275
  15.66020  15.68597     0.051     16548      1275
  15.65936  15.68506     0.051     16541      1274
  15.65852  15.68421     0.051     16556      1274
  15.65768  15.68339     0.051     16547      1277
  15.65684  15.68261     0.051     16556      1278
  15.65600  15.68190     0.051     16554      1278
  15.65516  15.68119     0.051     16553      1277
  15.65432  15.68045     0.051     16566      1281
  15.65348  15.67969     0.051     16550      1280
  15.65264  15.67883     0.051     16570      1282
  15.65180  15.67790     0.051     16557      1282
  15.65096  15.67699     0.051     16568      1284
  15.65012  15.67607     0.051     16564      1284
  15.64928  15.67515     0.051     16565      1287
  15.64844  15.67430     0.051     16572      1287
  15.64760  15.67348     0.051     16566      1287
  15.64676  15.67269     0.051     16573      1289
  15.64592  15.67198     0.051     16568      1288
  15.64508  15.67128     0.051     16574      1290
  15.64424  15.67054     0.051     16579      1291
  15.64340  15.66979     0.051     16574      1291
  15.64256  15.66895     0.051     16587      1292
  15.64172  15.66803     0.051     16572      1293
  15.64088  15.66713     0.051     16592      1294
  15.64004  15.66622     0.051     16583      1294
  15.63920  15.66530     0.051     16590      1295
  15.63836  15.66444     0.051     16587      1295
  15.63752  15.66361     0.051     16587      1295
  15.63668  15.66281     0.051     16596      1296
  15.63584  15.66209     0.051     16586      1295
  15.63500  15.66139     0.051     16599      1298
  15.63416  15.66066     0.051     16597      1296
  15.63332  15.65992     0.051     16600      1298
  15.63248  15.65911     0.051     16600      1300
  15.63164  15.65819     0.051     16596      1298
  15.63080  15.65728     0.051     16608      1301
  15.62996  15.65638     0.051     16597      1301
  15.62912  15.65545     0.051     16609      1302
  15.62828  15.65458     0.051     16602      1303
  15.62744  15.65375     0.051     16611      1306
  15.62660  15.65294     0.051     16608      1306
  15.62576  15.65219     0.051     16608      1309
  15.62492  15.65149     0.051     16615      1312
  15.62408  15.65076     0.051     16611      1313
  15.62324  15.65001     0.051     16619      1317
  15.62240  15.64920     0.051     16613      1320
  15.62156  15.64829     0.051     16617      1324
  15.62072  15.64737     0.051     16622      1328
  15.61988  15.64647     0.051     16616      1330
  15.61904  15.64554     0.051     16630      1337
  15.61820  15.64467     0.051     16618      1340
  15.61736  15.64384     0.051     16636      1345
  15.61652  15.64303     0.051     16625      1349
  15.61568  15.64229     0.051     16632      1353
  15.61484  15.64159     0.051     16635      1356
  15.61400  15.64087     0.051     16631      1361
  15.61316  15.64013     0.051     16641      1364
  15.61232  15.63935     0.051     16634      1367
  15.61148  15.63845     0.051     16647      1371
  15.61064  15.63753     0.051     16631      1374
  15.60980  15.63663     0.051     16641      1375
  15.60896  15.63570     0.051     16646      1378
  15.60812  15.63481     0.051     16639      1378
  15.60728  15.63398     0.051     16654      1379
  15.60644  15.63316     0.051     16640      1381
  15.60560  15.63241     0.051     16651      1382
  15.60476  15.63171     0.051     16646      1378
  15.60392  15.63099     0.051     16653      1380
  15.60308  15.63026     0.051     16655      1378
  15.60224  15.62948     0.051     16647      1375
  15.60140  15.62860     0.051     16659      1372
  15.60056  15.62767     0.051     16651      1370
  15.59972  15.62677     0.051     16661      1367
  15.59888  15.62584     0.051     16658      1361
  15.59804  15.62494     0.051     16663      1357
  15.59720  15.62409     0.051     16663      1350
  15.59636  15.62326     0.051     16660      1344
  15.59552  15.62249     0.051     16668      1340
  15.59468  15.62179     0.051     16664      1329
  15.59384  15.62107     0.051     16673      1325
  15.59300  15.62033     0.051     16667      1316
  15.59216  15.61957     0.051     16669      1306
  15.59132  15.61870     0.051     16671      1299
  15.59048  15.61778     0.051     16668      1289
  15.58964  15.61688     0.051     16676      1283
  15.58880  15.61596     0.051     16670      1274
  15.58796  15.61506     0.051     16681      1266
  15.58712  15.61421     0.051     16671      1257
  15.58628  15.61339     0.051     16676      1249
  15.58544  15.61262     0.051     16677      1242
  15.58460  15.61191     0.051     16676      1232
  15.58376  15.61120     0.051     16681      1224
  15.58292  15.61047     0.051     16673      1217
  15.58208  15.60971     0.051     16684      1211
  15.58124  15.60886     0.051     16683      1201
  15.58040  15.60794     0.051     16685      1195
  15.57956  15.60703     0.051     16683      1187
  15.57872  15.60611     0.051     16686      1182
  15.57788  15.60520     0.051     16690      1174
  15.57704  15.60435     0.051     16691      1167
  15.57620  15.60352     0.051     16694      1163
  15.57536  15.60273     0.051     16695      1154
  15.57452  15.60202     0.051     16693      1148
  15.57368  15.60131     0.051     16697      1144
  15.57284  15.60057     0.051     16693      1137
  15.57200  15.59982     0.051     16701      1131
  15.57116  15.59899     0.051     16692      1126
  15.57032  15.59807     0.051     16704      1121
  15.56948  15.59715     0.051     16700      1115
  15.56864  15.59624     0.051     16708      1111
  15.56780  15.59532     0.051     16707      1104
  15.56696  15.59445     0.051     16705      1100
  15.56612  15.59362     0.051     16717      1097
  15.56528  15.59282     0.051     16706      1091
  15.56444  15.59209     0.051     16721      1087
  15.56360  15.59140     0.051     16714      1079
  15.56276  15.59067     0.051     16714      1077
  15.56192  15.58993     0.051     16718      1072
  15.56108  15.58911     0.051     16717      1068
  15.56024  15.58819     0.051     16725      1065
  15.55940  15.58728     0.051     16716      1059
  15.55856  15.58638     0.051     16729      1057
  15.55772  15.58545     0.051     16720      1054
  15.55688  15.58459     0.051     16723      1048
  15.55604  15.58376     0.051     16734      1047
  15.55520  15.58295     0.051     16726      1042
  15.55436  15.58222     0.051     16736      1041
  15.55352  15.58152     0.051     16728      1038
  15.55268  15.58080     0.051     16740      1035
  15.55184  15.58005     0.051     16734      1034
  15.55100  15.57926     0.051     16741      1034
  15.55016  15.57835     0.051     16748      1031
  15.54932  15.57743     0.051     16742      1031
  15.54848  15.57653     0.051     16744      1029
  15.54764  15.57560     0.051     16739      1030
  15.54680  15.57472     0.051     16753      1031
  15.54596  15.57389     0.051     16745      1028
  15.54512  15.57308     0.051     16748      1032
  15.54428  15.57233     0.051     16751      1032
  15.54344  15.57164     0.051     16749      1032
  15.54260  15.57092     0.051     16759      1034
  15.54176  15.57017     0.051     16747      1035
  15.54092  15.56939     0.051     16764      1039
  15.54008  15.56848     0.051     16761      1043
  15.53924  15.56755     0.051     16766      1045
  15.53840  15.56665     0.051     16766      1050
  15.53756  15.56572     0.051     16761      1052
  15.53672  15.56483     0.051     16770      1055
  15.53588  15.56399     0.051     16759      1062
  15.53504  15.56318     0.051     16773      1069
  15.53420  15.56242     0.051     16770      1075
  15.53336  15.56173     0.051     16776      1082
  15.53252  15.56101     0.051     16780      1088
  15.53168  15.56027     0.051     16775      1096
  15.53084  15.55949     0.051     16778      1104
  15.53000  15.55861     0.051     16775      1112
  15.52916  15.55769     0.051     16785      1124
  15.52832  15.55679     0.051     16777      1131
  15.52748  15.55586     0.051     16787      1143
  15.52664  15.55496     0.051     16786      1153
  15.52580  15.55412     0.051     16789      1164
  15.52496  15.55330     0.051     16797      1177
  15.52412  15.55253     0.051     16783      1189
  15.52328  15.55183     0.051     16802      1203
  15.52244  15.55112     0.051     16787      1217
  15.52160  15.55038     0.051     16797      1230
  15.52076  15.54963     0.051     16804      1246
  15.51992  15.54876     0.051     16794      1259
  15.51908  15.54784     0.051     16808      1275
  15.51824  15.54694     0.051     16797      1291
  15.51740  15.54602     0.051     16807      1307
  15.51656  15.54511     0.051     16804      1321
  15.51572  15.54426     0.051     16811      1339
  15.51488  15.54344     0.051     16809      1353
  15.51404  15.54265     0.051     16809      1370
  15.51320  15.54194     0.051     16815      1386
  15.51236  15.54123     0.051     16806      1399
  15.51152  15.54050     0.051     16824      1417
  15.51068  15.53974     0.051     16814      1430
  15.50984  15.53888     0.051     16821      1445
  15.50900  15.53795     0.051     16826      1458
  15.50816  15.53704     0.051     16814      1468
  15.50732  15.53613     0.051     16827      1481
  15.50648  15.53521     0.051     16820      1491
  15.50564  15.53436     0.051     16829      1503
  15.50480  15.53354     0.051     16827      1509
  15.50396  15.53275     0.051     16831      1519
  15.50312  15.53203     0.051     16832      1525
  15.50228  15.53133     0.051     16830      1532
  15.50144  15.53060     0.051     16838      1537
  15.50060  15.52986     0.051     16828      1542
  15.49976  15.52903     0.051     16846      1546
  15.49892  15.52811     0.051     16840      1547
  15.49808  15.52720     0.051     16845      1551
  15.49724  15.52629     0.051     16842      1552
  15.49640  15.52536     0.051     16850      1554
  15.49556  15.52450     0.051     16854      1554
  15.49472  15.52368     0.051     16842      1552
  15.49388  15.52288     0.051     16860      1553
  15.49304  15.52215     0.051     16851      1552
  15.49220  15.52146     0.051     16854      1552
  15.49136  15.52073     0.051     16860      1548
  15.49052  15.51999     0.051     16855      1546
  15.48968  15.51918     0.051     16872      1544
  15.48884  15.51826     0.051     16862      1542
  15.48800  15.51735     0.051     16873      1538
  15.48716  15.51644     0.051     16863      1536
  15.48632  15.51552     0.051     16868      1534
  15.48548  15.51464     0.051     16873      1530
  15.48464  15.51381     0.051     16867      1526
  15.48380  15.51300     0.051     16875      1525
  15.48296  15.51226     0.051     16872      1522
