  9809     SPring-8 14b2 
 Ni-K_Ni-foil_S  13.11.27 04:47 - 13.11.27 04:48
 Ni-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 28.38767 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4486
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       28.25000  22.55000    -0.001270       0.01      4486
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   165.500   111.100
  26.75521  26.74048     0.010      1286       239
  26.75394  26.73935     0.010      1283       238
  26.75267  26.73807     0.010      1281       236
  26.75140  26.73667     0.010      1279       234
  26.75013  26.73524     0.010      1275       232
  26.74886  26.73387     0.010      1278       232
  26.74759  26.73259     0.010      1276       230
  26.74632  26.73140     0.010      1278       229
  26.74505  26.73030     0.010      1261       226
  26.74378  26.72915     0.010      1223       217
  26.74251  26.72785     0.010      1238       219
  26.74124  26.72644     0.010      1288       227
  26.73997  26.72503     0.010      1296       227
  26.73870  26.72367     0.010      1296       226
  26.73743  26.72239     0.010      1292       224
  26.73616  26.72122     0.010      1296       224
  26.73489  26.72010     0.010      1292       221
  26.73362  26.71893     0.010      1291       220
  26.73235  26.71760     0.010      1293       218
  26.73108  26.71617     0.010      1287       218
  26.72981  26.71477     0.010      1292       215
  26.72854  26.71342     0.010      1297       215
  26.72727  26.71216     0.010      1292       214
  26.72600  26.71100     0.010      1290       211
  26.72473  26.70989     0.010      1294       211
  26.72346  26.70869     0.010      1293       209
  26.72219  26.70733     0.010      1291       207
  26.72092  26.70591     0.010      1294       206
  26.71965  26.70452     0.010      1294       204
  26.71838  26.70319     0.010      1298       205
  26.71711  26.70196     0.010      1293       203
  26.71584  26.70082     0.010      1292       201
  26.71457  26.69970     0.010      1292       201
  26.71330  26.69849     0.010      1290       199
  26.71203  26.69711     0.010      1290       198
  26.71076  26.69567     0.010      1281       196
  26.70949  26.69429     0.010      1258       192
  26.70822  26.69297     0.010      1237       188
  26.70695  26.69175     0.010      1254       190
  26.70568  26.69062     0.010      1290       196
  26.70441  26.68950     0.010      1299       197
  26.70314  26.68824     0.010      1300       197
  26.70187  26.68685     0.010      1287       196
  26.70060  26.68541     0.010      1235       186
  26.69933  26.68404     0.010      1213       186
  26.69806  26.68273     0.010      1261       192
  26.69679  26.68153     0.010      1292       199
  26.69552  26.68041     0.010      1299       201
  26.69425  26.67927     0.010      1300       202
  26.69298  26.67800     0.010      1304       203
  26.69171  26.67659     0.010      1305       206
  26.69044  26.67518     0.010      1306       207
  26.68917  26.67382     0.010      1302       207
  26.68790  26.67253     0.010      1301       208
  26.68663  26.67135     0.010      1302       212
  26.68536  26.67024     0.010      1306       212
  26.68409  26.66909     0.010      1304       214
  26.68282  26.66777     0.010      1307       216
  26.68155  26.66635     0.010      1308       217
  26.68028  26.66495     0.010      1306       220
  26.67901  26.66359     0.010      1306       221
  26.67774  26.66232     0.010      1307       222
  26.67647  26.66116     0.010      1305       225
  26.67520  26.66004     0.010      1308       226
  26.67393  26.65886     0.010      1306       228
  26.67266  26.65752     0.010      1310       231
  26.67139  26.65610     0.010      1309       232
  26.67012  26.65470     0.010      1302       233
  26.66885  26.65335     0.010      1306       235
  26.66758  26.65210     0.010      1298       236
  26.66631  26.65096     0.010      1275       235
  26.66504  26.64985     0.010      1246       229
  26.66377  26.64866     0.010      1275       238
  26.66250  26.64730     0.010      1317       247
  26.66123  26.64588     0.010      1321       249
  26.65996  26.64450     0.010      1313       250
  26.65869  26.64317     0.010      1320       251
  26.65742  26.64193     0.010      1315       253
  26.65615  26.64080     0.010      1322       255
  26.65488  26.63968     0.010      1318       254
  26.65361  26.63845     0.010      1318       256
  26.65234  26.63708     0.010      1310       256
  26.65107  26.63565     0.010      1303       255
  26.64980  26.63426     0.010      1279       252
  26.64853  26.63295     0.010      1283       254
  26.64726  26.63173     0.010      1312       261
  26.64599  26.63060     0.010      1325       264
  26.64472  26.62947     0.010      1325       267
  26.64345  26.62821     0.010      1322       267
  26.64218  26.62681     0.010      1323       268
  26.64091  26.62538     0.010      1321       271
  26.63964  26.62401     0.010      1325       273
  26.63837  26.62272     0.010      1323       276
  26.63710  26.62152     0.010      1326       278
  26.63583  26.62041     0.010      1327       280
  26.63456  26.61928     0.010      1325       282
  26.63329  26.61799     0.010      1323       283
  26.63202  26.61659     0.010      1325       285
  26.63075  26.61517     0.010      1326       289
  26.62948  26.61381     0.010      1326       290
  26.62821  26.61252     0.010      1330       294
  26.62694  26.61134     0.010      1327       295
  26.62567  26.61023     0.010      1330       297
  26.62440  26.60907     0.010      1327       298
  26.62313  26.60775     0.010      1328       300
  26.62186  26.60633     0.010      1331       304
  26.62059  26.60492     0.010      1326       303
  26.61932  26.60356     0.010      1331       306
  26.61805  26.60229     0.010      1335       307
  26.61678  26.60112     0.010      1333       308
  26.61551  26.60001     0.010      1329       309
  26.61424  26.59882     0.010      1333       309
  26.61297  26.59747     0.010      1331       310
  26.61170  26.59604     0.010      1335       311
  26.61043  26.59465     0.010      1332       310
  26.60916  26.59331     0.010      1335       312
  26.60789  26.59206     0.010      1336       311
  26.60662  26.59092     0.010      1334       310
  26.60535  26.58980     0.010      1334       310
  26.60408  26.58859     0.010      1335       308
  26.60281  26.58723     0.010      1335       310
  26.60154  26.58580     0.010      1339       309
  26.60027  26.58440     0.010      1338       307
  26.59900  26.58307     0.010      1337       306
  26.59773  26.58184     0.010      1337       305
  26.59646  26.58070     0.010      1338       305
  26.59519  26.57958     0.010      1339       303
  26.59392  26.57833     0.010      1337       301
  26.59265  26.57693     0.010      1341       301
  26.59138  26.57550     0.010      1344       299
  26.59011  26.57412     0.010      1337       298
  26.58884  26.57280     0.010      1341       296
  26.58757  26.57159     0.010      1343       295
  26.58630  26.57047     0.010      1334       292
  26.58503  26.56933     0.010      1342       291
  26.58376  26.56804     0.010      1345       291
  26.58249  26.56664     0.010      1342       289
  26.58122  26.56522     0.010      1345       288
  26.57995  26.56385     0.010      1340       285
  26.57868  26.56257     0.010      1343       284
  26.57741  26.56138     0.010      1347       283
  26.57614  26.56027     0.010      1340       281
  26.57487  26.55912     0.010      1347       280
  26.57360  26.55780     0.010      1346       280
  26.57233  26.55638     0.010      1349       278
  26.57106  26.55497     0.010      1347       277
  26.56979  26.55360     0.010      1346       275
  26.56852  26.55233     0.010      1345       274
  26.56725  26.55116     0.010      1347       273
  26.56598  26.55005     0.010      1347       272
  26.56471  26.54886     0.010      1353       273
  26.56344  26.54752     0.010      1345       271
  26.56217  26.54609     0.010      1352       272
  26.56090  26.54469     0.010      1350       272
  26.55963  26.54334     0.010      1347       271
  26.55836  26.54208     0.010      1350       271
  26.55709  26.54094     0.010      1353       272
  26.55582  26.53982     0.010      1353       271
  26.55455  26.53862     0.010      1356       272
  26.55328  26.53726     0.010      1354       271
  26.55201  26.53583     0.010      1355       273
  26.55074  26.53445     0.010      1351       272
  26.54947  26.53312     0.010      1351       273
  26.54820  26.53189     0.010      1359       275
  26.54693  26.53076     0.010      1357       276
  26.54566  26.52963     0.010      1355       275
  26.54439  26.52839     0.010      1356       276
  26.54312  26.52701     0.010      1357       276
  26.54185  26.52558     0.010      1357       277
  26.54058  26.52420     0.010      1356       277
  26.53931  26.52288     0.010      1358       277
  26.53804  26.52167     0.010      1358       278
  26.53677  26.52054     0.010      1359       278
  26.53550  26.51941     0.010      1361       280
  26.53423  26.51813     0.010      1360       278
  26.53296  26.51673     0.010      1359       278
  26.53169  26.51530     0.010      1360       277
  26.53042  26.51393     0.010      1359       276
  26.52915  26.51264     0.010      1361       277
  26.52788  26.51145     0.010      1362       275
  26.52661  26.51034     0.010      1365       274
  26.52534  26.50919     0.010      1362       272
  26.52407  26.50789     0.010      1358       270
  26.52280  26.50648     0.010      1365       269
  26.52153  26.50507     0.010      1364       266
  26.52026  26.50371     0.010      1365       264
  26.51899  26.50243     0.010      1364       262
  26.51772  26.50126     0.010      1364       260
  26.51645  26.50014     0.010      1370       257
  26.51518  26.49897     0.010      1365       254
  26.51391  26.49764     0.010      1366       252
  26.51264  26.49621     0.010      1368       250
  26.51137  26.49481     0.010      1367       247
  26.51010  26.49345     0.010      1367       244
  26.50883  26.49219     0.010      1371       244
  26.50756  26.49103     0.010      1371       240
  26.50629  26.48991     0.010      1368       238
  26.50502  26.48871     0.010      1366       236
  26.50375  26.48735     0.010      1368       233
  26.50248  26.48591     0.010      1373       233
  26.50121  26.48453     0.010      1370       230
  26.49994  26.48319     0.010      1372       230
  26.49867  26.48196     0.010      1372       228
  26.49740  26.48082     0.010      1372       227
  26.49613  26.47971     0.010      1372       226
  26.49486  26.47848     0.010      1372       225
  26.49359  26.47710     0.010      1373       224
  26.49232  26.47567     0.010      1380       225
  26.49105  26.47429     0.010      1375       224
  26.48978  26.47296     0.010      1376       223
  26.48851  26.47174     0.010      1378       222
  26.48724  26.47061     0.010      1375       222
  26.48597  26.46948     0.010      1374       222
  26.48470  26.46821     0.010      1377       221
  26.48343  26.46681     0.010      1378       221
  26.48216  26.46537     0.010      1382       222
  26.48089  26.46400     0.010      1377       221
  26.47962  26.46269     0.010      1379       220
  26.47835  26.46149     0.010      1381       222
  26.47708  26.46036     0.010      1377       221
  26.47581  26.45921     0.010      1378       220
  26.47454  26.45791     0.010      1382       222
  26.47327  26.45650     0.010      1384       222
  26.47200  26.45509     0.010      1383       222
  26.47073  26.45373     0.010      1382       223
  26.46946  26.45245     0.010      1381       222
  26.46819  26.45127     0.010      1384       224
  26.46692  26.45016     0.010      1382       224
  26.46565  26.44899     0.010      1383       225
  26.46438  26.44766     0.010      1385       226
  26.46311  26.44623     0.010      1386       226
  26.46184  26.44482     0.010      1386       228
  26.46057  26.44346     0.010      1384       228
  26.45930  26.44220     0.010      1382       229
  26.45803  26.44104     0.010      1386       231
  26.45676  26.43992     0.010      1386       232
  26.45549  26.43872     0.010      1388       234
  26.45422  26.43736     0.010      1389       235
  26.45295  26.43592     0.010      1387       237
  26.45168  26.43451     0.010      1387       239
  26.45041  26.43317     0.010      1387       240
  26.44914  26.43193     0.010      1389       242
  26.44787  26.43079     0.010      1389       245
  26.44660  26.42966     0.010      1388       247
  26.44533  26.42842     0.010      1393       251
  26.44406  26.42704     0.010      1392       252
  26.44279  26.42561     0.010      1390       253
  26.44152  26.42423     0.010      1389       257
  26.44025  26.42291     0.010      1391       259
  26.43898  26.42169     0.010      1393       262
  26.43771  26.42057     0.010      1393       265
  26.43644  26.41943     0.010      1395       268
  26.43517  26.41816     0.010      1394       271
  26.43390  26.41676     0.010      1394       273
  26.43263  26.41532     0.010      1394       278
  26.43136  26.41394     0.010      1395       280
  26.43009  26.41265     0.010      1395       283
  26.42882  26.41145     0.010      1397       288
  26.42755  26.41032     0.010      1395       290
  26.42628  26.40917     0.010      1398       295
  26.42501  26.40786     0.010      1395       297
  26.42374  26.40644     0.010      1398       302
  26.42247  26.40502     0.010      1395       304
  26.42120  26.40365     0.010      1395       308
  26.41993  26.40238     0.010      1401       314
  26.41866  26.40120     0.010      1399       316
  26.41739  26.40009     0.010      1398       320
  26.41612  26.39892     0.010      1397       324
  26.41485  26.39759     0.010      1399       327
  26.41358  26.39616     0.010      1401       331
  26.41231  26.39476     0.010      1398       333
  26.41104  26.39342     0.010      1403       338
  26.40977  26.39217     0.010      1402       341
  26.40850  26.39101     0.010      1403       343
  26.40723  26.38989     0.010      1403       346
  26.40596  26.38869     0.010      1402       348
  26.40469  26.38732     0.010      1402       351
  26.40342  26.38589     0.010      1402       353
  26.40215  26.38449     0.010      1404       355
  26.40088  26.38316     0.010      1410       358
  26.39961  26.38192     0.010      1401       358
  26.39834  26.38077     0.010      1405       360
  26.39707  26.37965     0.010      1406       361
  26.39580  26.37841     0.010      1404       361
  26.39453  26.37702     0.010      1408       362
  26.39326  26.37558     0.010      1406       362
  26.39199  26.37420     0.010      1408       362
  26.39072  26.37288     0.010      1413       364
  26.38945  26.37168     0.010      1406       362
  26.38818  26.37055     0.010      1407       360
  26.38691  26.36942     0.010      1409       360
  26.38564  26.36815     0.010      1410       357
  26.38437  26.36675     0.010      1412       359
  26.38310  26.36532     0.010      1415       357
  26.38183  26.36395     0.010      1408       355
  26.38056  26.36266     0.010      1415       353
  26.37929  26.36146     0.010      1411       351
  26.37802  26.36034     0.010      1411       350
  26.37675  26.35918     0.010      1417       348
  26.37548  26.35787     0.010      1409       345
  26.37421  26.35646     0.010      1417       344
  26.37294  26.35503     0.010      1418       342
  26.37167  26.35367     0.010      1414       339
  26.37040  26.35239     0.010      1417       338
  26.36913  26.35121     0.010      1416       334
  26.36786  26.35009     0.010      1415       333
  26.36659  26.34891     0.010      1418       331
  26.36532  26.34757     0.010      1419       329
  26.36405  26.34614     0.010      1421       328
  26.36278  26.34474     0.010      1419       326
  26.36151  26.34340     0.010      1419       323
  26.36024  26.34215     0.010      1418       321
  26.35897  26.34100     0.010      1421       321
  26.35770  26.33989     0.010      1420       318
  26.35643  26.33869     0.010      1421       316
  26.35516  26.33734     0.010      1425       316
  26.35389  26.33591     0.010      1422       313
  26.35262  26.33451     0.010      1420       312
  26.35135  26.33317     0.010      1422       310
  26.35008  26.33193     0.010      1423       309
  26.34881  26.33079     0.010      1423       308
  26.34754  26.32967     0.010      1425       307
  26.34627  26.32844     0.010      1428       307
  26.34500  26.32706     0.010      1425       304
  26.34373  26.32562     0.010      1425       304
  26.34246  26.32424     0.010      1424       303
  26.34119  26.32291     0.010      1423       301
  26.33992  26.32170     0.010      1426       300
  26.33865  26.32057     0.010      1428       302
  26.33738  26.31943     0.010      1430       301
  26.33611  26.31817     0.010      1429       302
  26.33484  26.31677     0.010      1423       298
  26.33357  26.31535     0.010      1428       300
  26.33230  26.31398     0.010      1428       300
  26.33103  26.31269     0.010      1427       298
  26.32976  26.31149     0.010      1432       300
  26.32849  26.31037     0.010      1429       299
  26.32722  26.30923     0.010      1433       300
  26.32595  26.30793     0.010      1429       299
  26.32468  26.30652     0.010      1430       299
  26.32341  26.30510     0.010      1435       301
  26.32214  26.30373     0.010      1431       300
  26.32087  26.30245     0.010      1437       302
  26.31960  26.30127     0.010      1437       302
  26.31833  26.30016     0.010      1430       301
  26.31706  26.29899     0.010      1436       303
  26.31579  26.29766     0.010      1433       302
  26.31452  26.29624     0.010      1434       303
  26.31325  26.29483     0.010      1436       303
  26.31198  26.29347     0.010      1435       304
  26.31071  26.29221     0.010      1440       306
  26.30944  26.29106     0.010      1440       306
  26.30817  26.28994     0.010      1436       305
  26.30690  26.28876     0.010      1441       307
  26.30563  26.28741     0.010      1434       305
  26.30436  26.28598     0.010      1437       307
  26.30309  26.28459     0.010      1442       308
  26.30182  26.28326     0.010      1438       308
  26.30055  26.28202     0.010      1442       310
  26.29928  26.28087     0.010      1441       309
  26.29801  26.27975     0.010      1441       310
  26.29674  26.27853     0.010      1440       310
  26.29547  26.27715     0.010      1440       311
  26.29420  26.27572     0.010      1445       313
  26.29293  26.27433     0.010      1444       312
  26.29166  26.27301     0.010      1441       312
  26.29039  26.27178     0.010      1447       316
  26.28912  26.27064     0.010      1444       315
  26.28785  26.26952     0.010      1442       314
  26.28658  26.26826     0.010      1445       316
  26.28531  26.26686     0.010      1446       318
  26.28404  26.26542     0.010      1449       319
  26.28277  26.26405     0.010      1445       318
  26.28150  26.26274     0.010      1448       320
  26.28023  26.26154     0.010      1450       321
  26.27896  26.26043     0.010      1446       321
  26.27769  26.25929     0.010      1447       323
  26.27642  26.25800     0.010      1450       324
  26.27515  26.25660     0.010      1452       324
  26.27388  26.25518     0.010      1450       325
  26.27261  26.25382     0.010      1452       326
  26.27134  26.25253     0.010      1449       325
  26.27007  26.25134     0.010      1449       326
  26.26880  26.25023     0.010      1451       328
  26.26753  26.24906     0.010      1455       329
  26.26626  26.24774     0.010      1454       327
  26.26499  26.24632     0.010      1451       327
  26.26372  26.24490     0.010      1455       329
  26.26245  26.24355     0.010      1453       327
  26.26118  26.24228     0.010      1452       325
  26.25991  26.24111     0.010      1454       327
  26.25864  26.24000     0.010      1454       325
  26.25737  26.23881     0.010      1457       325
  26.25610  26.23746     0.010      1458       325
  26.25483  26.23603     0.010      1454       322
  26.25356  26.23463     0.010      1460       322
  26.25229  26.23329     0.010      1454       321
  26.25102  26.23205     0.010      1457       319
  26.24975  26.23090     0.010      1461       319
  26.24848  26.22979     0.010      1457       316
  26.24721  26.22858     0.010      1462       315
  26.24594  26.22721     0.010      1461       315
  26.24467  26.22578     0.010      1454       311
  26.24340  26.22439     0.010      1461       311
  26.24213  26.22306     0.010      1459       308
  26.24086  26.22183     0.010      1461       308
  26.23959  26.22069     0.010      1465       307
  26.23832  26.21956     0.010      1461       304
  26.23705  26.21831     0.010      1466       305
  26.23578  26.21691     0.010      1463       301
  26.23451  26.21547     0.010      1458       300
  26.23324  26.21410     0.010      1463       301
  26.23197  26.21278     0.010      1465       298
  26.23070  26.21157     0.010      1466       298
  26.22943  26.21044     0.010      1468       298
  26.22816  26.20930     0.010      1465       295
  26.22689  26.20801     0.010      1469       296
  26.22562  26.20661     0.010      1464       294
  26.22435  26.20519     0.010      1464       292
  26.22308  26.20383     0.010      1466       293
  26.22181  26.20254     0.010      1463       291
  26.22054  26.20136     0.010      1472       293
  26.21927  26.20025     0.010      1472       291
  26.21800  26.19909     0.010      1468       290
  26.21673  26.19778     0.010      1470       290
  26.21546  26.19636     0.010      1468       290
  26.21419  26.19495     0.010      1468       290
  26.21292  26.19359     0.010      1473       289
  26.21165  26.19231     0.010      1473       289
  26.21038  26.19115     0.010      1474       289
  26.20911  26.19003     0.010      1471       288
  26.20784  26.18885     0.010      1474       289
  26.20657  26.18750     0.010      1472       288
  26.20530  26.18607     0.010      1471       288
  26.20403  26.18467     0.010      1473       288
  26.20276  26.18332     0.010      1477       289
  26.20149  26.18207     0.010      1476       289
  26.20022  26.18092     0.010      1476       288
  26.19895  26.17980     0.010      1473       289
  26.19768  26.17859     0.010      1474       290
  26.19641  26.17723     0.010      1476       289
  26.19514  26.17580     0.010      1476       291
  26.19387  26.17442     0.010      1479       291
  26.19260  26.17310     0.010      1476       291
  26.19133  26.17187     0.010      1479       293
  26.19006  26.17073     0.010      1478       293
  26.18879  26.16962     0.010      1475       294
  26.18752  26.16838     0.010      1480       295
  26.18625  26.16699     0.010      1481       296
  26.18498  26.16556     0.010      1478       298
  26.18371  26.16418     0.010      1484       299
  26.18244  26.16286     0.010      1482       300
  26.18117  26.16165     0.010      1481       300
  26.17990  26.16052     0.010      1483       302
  26.17863  26.15939     0.010      1480       303
  26.17736  26.15811     0.010      1484       305
  26.17609  26.15671     0.010      1484       307
  26.17482  26.15528     0.010      1484       309
  26.17355  26.15390     0.010      1488       310
  26.17228  26.15261     0.010      1481       312
  26.17101  26.15142     0.010      1483       313
  26.16974  26.15031     0.010      1488       316
  26.16847  26.14916     0.010      1484       317
  26.16720  26.14786     0.010      1487       319
  26.16593  26.14645     0.010      1490       323
  26.16466  26.14503     0.010      1485       322
  26.16339  26.14368     0.010      1489       325
  26.16212  26.14241     0.010      1488       327
  26.16085  26.14123     0.010      1486       329
  26.15958  26.14012     0.010      1491       331
  26.15831  26.13895     0.010      1486       333
  26.15704  26.13761     0.010      1492       336
  26.15577  26.13619     0.010      1491       337
  26.15450  26.13478     0.010      1490       339
  26.15323  26.13343     0.010      1494       342
  26.15196  26.13217     0.010      1490       343
  26.15069  26.13102     0.010      1491       345
  26.14942  26.12990     0.010      1493       348
  26.14815  26.12870     0.010      1495       349
  26.14688  26.12734     0.010      1496       351
  26.14561  26.12591     0.010      1493       352
  26.14434  26.12452     0.010      1493       354
  26.14307  26.12319     0.010      1495       357
  26.14180  26.12195     0.010      1489       356
  26.14053  26.12082     0.010      1499       359
  26.13926  26.11971     0.010      1497       361
  26.13799  26.11848     0.010      1495       362
  26.13672  26.11711     0.010      1499       363
  26.13545  26.11569     0.010      1495       364
  26.13418  26.11431     0.010      1493       365
  26.13291  26.11299     0.010      1500       367
  26.13164  26.11177     0.010      1497       367
  26.13037  26.11064     0.010      1500       370
  26.12910  26.10951     0.010      1499       370
  26.12783  26.10825     0.010      1501       371
  26.12656  26.10686     0.010      1499       372
  26.12529  26.10543     0.010      1497       371
  26.12402  26.10406     0.010      1498       374
  26.12275  26.10275     0.010      1506       375
  26.12148  26.10155     0.010      1501       373
  26.12021  26.10042     0.010      1504       375
  26.11894  26.09928     0.010      1502       375
  26.11767  26.09799     0.010      1502       375
  26.11640  26.09658     0.010      1503       376
  26.11513  26.09516     0.010      1499       375
  26.11386  26.09381     0.010      1508       378
  26.11259  26.09253     0.010      1505       376
  26.11132  26.09135     0.010      1505       376
  26.11005  26.09024     0.010      1508       378
  26.10878  26.08909     0.010      1506       376
  26.10751  26.08778     0.010      1504       376
  26.10624  26.08637     0.010      1509       378
  26.10497  26.08496     0.010      1507       378
  26.10370  26.08360     0.010      1508       377
  26.10243  26.08233     0.010      1508       377
  26.10116  26.08116     0.010      1511       378
  26.09989  26.08005     0.010      1507       376
  26.09862  26.07887     0.010      1508       377
  26.09735  26.07753     0.010      1509       378
  26.09608  26.07610     0.010      1509       377
  26.09481  26.07470     0.010      1510       378
  26.09354  26.07335     0.010      1510       378
  26.09227  26.07210     0.010      1514       379
  26.09100  26.07095     0.010      1511       378
  26.08973  26.06983     0.010      1510       378
  26.08846  26.06863     0.010      1511       378
  26.08719  26.06727     0.010      1512       379
  26.08592  26.06584     0.010      1514       379
  26.08465  26.06446     0.010      1515       379
  26.08338  26.06314     0.010      1516       379
  26.08211  26.06191     0.010      1510       378
  26.08084  26.06078     0.010      1512       379
  26.07957  26.05966     0.010      1514       379
  26.07830  26.05843     0.010      1512       379
  26.07703  26.05704     0.010      1512       378
  26.07576  26.05561     0.010      1513       381
  26.07449  26.05424     0.010      1513       378
  26.07322  26.05292     0.010      1505       376
  26.07195  26.05170     0.010      1475       371
  26.07068  26.05058     0.010      1487       372
  26.06941  26.04945     0.010      1515       380
  26.06814  26.04817     0.010      1482       372
  26.06687  26.04677     0.010      1465       367
  26.06560  26.04534     0.010      1491       374
  26.06433  26.04396     0.010      1512       379
  26.06306  26.04266     0.010      1496       377
  26.06179  26.04147     0.010      1485       372
  26.06052  26.04035     0.010      1520       382
  26.05925  26.03921     0.010      1530       383
  26.05798  26.03793     0.010      1526       384
  26.05671  26.03652     0.010      1530       385
  26.05544  26.03511     0.010      1526       383
  26.05417  26.03374     0.010      1525       383
  26.05290  26.03247     0.010      1528       383
  26.05163  26.03130     0.010      1523       382
  26.05036  26.03019     0.010      1528       385
  26.04909  26.02902     0.010      1533       384
  26.04782  26.02770     0.010      1528       383
  26.04655  26.02628     0.010      1525       382
  26.04528  26.02487     0.010      1530       383
  26.04401  26.02352     0.010      1529       383
  26.04274  26.02226     0.010      1528       382
  26.04147  26.02109     0.010      1529       383
  26.04020  26.01997     0.010      1536       384
  26.03893  26.01878     0.010      1528       381
  26.03766  26.01743     0.010      1528       382
  26.03639  26.01600     0.010      1533       383
  26.03512  26.01460     0.010      1530       381
  26.03385  26.01326     0.010      1530       381
  26.03258  26.01202     0.010      1531       380
  26.03131  26.01088     0.010      1534       381
  26.03004  26.00977     0.010      1532       380
  26.02877  26.00855     0.010      1532       379
  26.02750  26.00719     0.010      1535       380
  26.02623  26.00576     0.010      1534       379
  26.02496  26.00437     0.010      1532       379
  26.02369  26.00305     0.010      1534       378
  26.02242  26.00182     0.010      1539       378
  26.02115  26.00069     0.010      1534       379
  26.01988  25.99957     0.010      1534       376
  26.01861  25.99832     0.010      1535       377
  26.01734  25.99693     0.010      1535       376
  26.01607  25.99550     0.010      1535       376
  26.01480  25.99412     0.010      1538       377
  26.01353  25.99281     0.010      1539       376
  26.01226  25.99160     0.010      1534       375
  26.01099  25.99048     0.010      1536       375
  26.00972  25.98934     0.010      1540       375
  26.00845  25.98805     0.010      1536       375
  26.00718  25.98665     0.010      1537       374
  26.00591  25.98523     0.010      1540       374
  26.00464  25.98386     0.010      1541       374
  26.00337  25.98258     0.010      1541       373
  26.00210  25.98139     0.010      1539       374
  26.00083  25.98028     0.010      1539       374
  25.99956  25.97913     0.010      1539       373
  25.99829  25.97783     0.010      1537       373
  25.99702  25.97642     0.010      1542       374
  25.99575  25.97501     0.010      1541       373
  25.99448  25.97364     0.010      1539       372
  25.99321  25.97237     0.010      1545       374
  25.99194  25.97119     0.010      1540       372
  25.99067  25.97008     0.010      1539       371
  25.98940  25.96891     0.010      1540       373
  25.98813  25.96757     0.010      1544       373
  25.98686  25.96614     0.010      1544       373
  25.98559  25.96473     0.010      1541       372
  25.98432  25.96338     0.010      1543       372
  25.98305  25.96213     0.010      1544       372
  25.98178  25.96097     0.010      1540       373
  25.98051  25.95985     0.010      1542       370
  25.97924  25.95865     0.010      1545       373
  25.97797  25.95729     0.010      1542       372
  25.97670  25.95586     0.010      1546       372
  25.97543  25.95447     0.010      1546       372
  25.97416  25.95314     0.010      1543       371
  25.97289  25.95191     0.010      1544       371
  25.97162  25.95078     0.010      1545       372
  25.97035  25.94966     0.010      1544       371
  25.96908  25.94844     0.010      1546       371
  25.96781  25.94706     0.010      1545       370
  25.96654  25.94562     0.010      1546       372
  25.96527  25.94424     0.010      1545       370
  25.96400  25.94292     0.010      1547       371
  25.96273  25.94171     0.010      1546       370
  25.96146  25.94058     0.010      1547       370
  25.96019  25.93945     0.010      1546       372
  25.95892  25.93818     0.010      1549       370
  25.95765  25.93678     0.010      1549       371
  25.95638  25.93535     0.010      1546       370
  25.95511  25.93397     0.010      1546       368
  25.95384  25.93267     0.010      1547       369
  25.95257  25.93148     0.010      1548       369
  25.95130  25.93035     0.010      1549       369
  25.95003  25.92921     0.010      1551       369
  25.94876  25.92791     0.010      1548       367
  25.94749  25.92650     0.010      1549       369
  25.94622  25.92509     0.010      1549       368
  25.94495  25.92372     0.010      1548       367
  25.94368  25.92245     0.010      1549       367
  25.94241  25.92127     0.010      1550       367
  25.94114  25.92016     0.010      1550       368
  25.93987  25.91900     0.010      1552       367
  25.93860  25.91767     0.010      1548       365
  25.93733  25.91625     0.010      1549       366
  25.93606  25.91484     0.010      1551       365
  25.93479  25.91348     0.010      1548       365
  25.93352  25.91222     0.010      1551       366
  25.93225  25.91106     0.010      1551       365
  25.93098  25.90995     0.010      1551       366
  25.92971  25.90876     0.010      1555       365
  25.92844  25.90740     0.010      1550       364
  25.92717  25.90597     0.010      1552       363
  25.92590  25.90457     0.010      1557       366
  25.92463  25.90323     0.010      1548       364
  25.92336  25.90199     0.010      1554       365
  25.92209  25.90085     0.010      1555       364
  25.92082  25.89973     0.010      1551       365
  25.91955  25.89852     0.010      1554       364
  25.91828  25.89715     0.010      1552       364
  25.91701  25.89572     0.010      1553       364
  25.91574  25.89434     0.010      1554       365
  25.91447  25.89302     0.010      1554       365
  25.91320  25.89180     0.010      1553       366
  25.91193  25.89067     0.010      1556       367
  25.91066  25.88955     0.010      1553       366
  25.90939  25.88830     0.010      1552       366
  25.90812  25.88691     0.010      1554       368
  25.90685  25.88547     0.010      1554       367
  25.90558  25.88410     0.010      1553       369
  25.90431  25.88279     0.010      1557       369
  25.90304  25.88158     0.010      1557       370
  25.90177  25.88046     0.010      1554       370
  25.90050  25.87932     0.010      1553       371
  25.89923  25.87803     0.010      1556       372
  25.89796  25.87662     0.010      1556       373
  25.89669  25.87520     0.010      1555       373
  25.89542  25.87383     0.010      1556       375
  25.89415  25.87255     0.010      1556       375
  25.89288  25.87137     0.010      1558       376
  25.89161  25.87026     0.010      1556       376
  25.89034  25.86911     0.010      1555       377
  25.88907  25.86781     0.010      1557       377
  25.88780  25.86640     0.010      1555       378
