  9809     SPring-8 14b2 
 Ni-K_Ni-foil_S  13.11.27 04:47 - 13.11.27 04:48
 Ni-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 28.38767 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4486
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       28.25000  22.55000    -0.001270       0.01      4486
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   165.500   111.100
  25.45854  25.43386     0.010      1595       471
  25.45727  25.43257     0.010      1592       470
  25.45600  25.43139     0.010      1593       471
  25.45473  25.43027     0.010      1593       472
  25.45346  25.42912     0.010      1593       471
  25.45219  25.42782     0.010      1595       472
  25.45092  25.42641     0.010      1593       471
  25.44965  25.42500     0.010      1594       472
  25.44838  25.42364     0.010      1594       473
  25.44711  25.42238     0.010      1594       472
  25.44584  25.42122     0.010      1594       473
  25.44457  25.42010     0.010      1594       473
  25.44330  25.41893     0.010      1593       474
  25.44203  25.41760     0.010      1593       473
  25.44076  25.41617     0.010      1593       474
  25.43949  25.41477     0.010      1594       476
  25.43822  25.41342     0.010      1594       475
  25.43695  25.41217     0.010      1593       475
  25.43568  25.41101     0.010      1596       476
  25.43441  25.40990     0.010      1594       476
  25.43314  25.40870     0.010      1595       477
  25.43187  25.40734     0.010      1594       477
  25.43060  25.40591     0.010      1593       477
  25.42933  25.40452     0.010      1592       479
  25.42806  25.40319     0.010      1593       477
  25.42679  25.40195     0.010      1595       480
  25.42552  25.40082     0.010      1594       480
  25.42425  25.39971     0.010      1592       479
  25.42298  25.39849     0.010      1595       480
  25.42171  25.39712     0.010      1593       480
  25.42044  25.39570     0.010      1595       482
  25.41917  25.39431     0.010      1595       482
  25.41790  25.39299     0.010      1593       481
  25.41663  25.39177     0.010      1595       483
  25.41536  25.39064     0.010      1594       482
  25.41409  25.38952     0.010      1594       484
  25.41282  25.38826     0.010      1594       484
  25.41155  25.38687     0.010      1593       484
  25.41028  25.38544     0.010      1596       485
  25.40901  25.38406     0.010      1595       484
  25.40774  25.38275     0.010      1594       485
  25.40647  25.38155     0.010      1593       485
  25.40520  25.38043     0.010      1595       485
  25.40393  25.37929     0.010      1594       488
  25.40266  25.37800     0.010      1593       485
  25.40139  25.37660     0.010      1594       487
  25.40012  25.37518     0.010      1593       487
  25.39885  25.37381     0.010      1594       487
  25.39758  25.37253     0.010      1597       488
  25.39631  25.37135     0.010      1592       488
  25.39504  25.37024     0.010      1597       488
  25.39377  25.36909     0.010      1595       489
  25.39250  25.36779     0.010      1595       488
  25.39123  25.36638     0.010      1595       490
  25.38996  25.36497     0.010      1595       489
  25.38869  25.36360     0.010      1594       489
  25.38742  25.36233     0.010      1594       490
  25.38615  25.36117     0.010      1595       490
  25.38488  25.36006     0.010      1595       491
  25.38361  25.35888     0.010      1595       490
  25.38234  25.35753     0.010      1595       491
  25.38107  25.35610     0.010      1595       491
  25.37980  25.35470     0.010      1594       492
  25.37853  25.35336     0.010      1596       494
  25.37726  25.35210     0.010      1594       491
  25.37599  25.35095     0.010      1594       493
  25.37472  25.34983     0.010      1597       492
  25.37345  25.34863     0.010      1595       493
  25.37218  25.34726     0.010      1594       494
  25.37091  25.34583     0.010      1596       493
  25.36964  25.34445     0.010      1597       494
  25.36837  25.34312     0.010      1595       494
  25.36710  25.34189     0.010      1594       493
  25.36583  25.34076     0.010      1595       496
  25.36456  25.33965     0.010      1595       494
  25.36329  25.33842     0.010      1594       494
  25.36202  25.33704     0.010      1595       496
  25.36075  25.33561     0.010      1593       496
  25.35948  25.33422     0.010      1596       497
  25.35821  25.33290     0.010      1594       497
  25.35694  25.33169     0.010      1595       497
  25.35567  25.33056     0.010      1595       498
  25.35440  25.32943     0.010      1594       497
  25.35313  25.32816     0.010      1595       497
  25.35186  25.32676     0.010      1595       498
  25.35059  25.32533     0.010      1594       499
  25.34932  25.32395     0.010      1595       499
  25.34805  25.32265     0.010      1595       499
  25.34678  25.32146     0.010      1595       499
  25.34551  25.32034     0.010      1595       498
  25.34424  25.31919     0.010      1594       498
  25.34297  25.31790     0.010      1596       500
  25.34170  25.31650     0.010      1597       499
  25.34043  25.31508     0.010      1596       500
  25.33916  25.31372     0.010      1597       501
  25.33789  25.31244     0.010      1596       500
  25.33662  25.31127     0.010      1594       501
  25.33535  25.31016     0.010      1593       500
  25.33408  25.30900     0.010      1596       501
  25.33281  25.30767     0.010      1595       501
  25.33154  25.30624     0.010      1595       500
  25.33027  25.30483     0.010      1598       503
  25.32900  25.30348     0.010      1596       501
  25.32773  25.30222     0.010      1595       502
  25.32646  25.30106     0.010      1596       501
  25.32519  25.29994     0.010      1596       502
  25.32392  25.29874     0.010      1599       501
  25.32265  25.29738     0.010      1591       501
  25.32138  25.29595     0.010      1571       493
  25.32011  25.29455     0.010      1542       486
  25.31884  25.29320     0.010      1527       479
  25.31757  25.29196     0.010      1537       483
  25.31630  25.29082     0.010      1563       493
  25.31503  25.28971     0.010      1588       500
  25.31376  25.28849     0.010      1590       501
  25.31249  25.28712     0.010      1593       501
  25.31122  25.28569     0.010      1593       502
  25.30995  25.28431     0.010      1593       502
  25.30868  25.28299     0.010      1590       500
  25.30741  25.28177     0.010      1593       502
  25.30614  25.28065     0.010      1593       502
  25.30487  25.27952     0.010      1596       503
  25.30360  25.27826     0.010      1594       502
  25.30233  25.27687     0.010      1595       502
  25.30106  25.27543     0.010      1591       502
  25.29979  25.27405     0.010      1595       503
  25.29852  25.27274     0.010      1591       502
  25.29725  25.27154     0.010      1591       500
  25.29598  25.27041     0.010      1595       503
  25.29471  25.26927     0.010      1593       500
  25.29344  25.26797     0.010      1596       502
  25.29217  25.26656     0.010      1594       501
  25.29090  25.26513     0.010      1593       502
  25.28963  25.26376     0.010      1596       502
  25.28836  25.26248     0.010      1591       501
  25.28709  25.26131     0.010      1593       501
  25.28582  25.26020     0.010      1596       502
  25.28455  25.25903     0.010      1592       501
  25.28328  25.25771     0.010      1593       501
  25.28201  25.25630     0.010      1595       502
  25.28074  25.25489     0.010      1593       500
  25.27947  25.25353     0.010      1591       501
  25.27820  25.25226     0.010      1592       500
  25.27693  25.25110     0.010      1595       502
  25.27566  25.24998     0.010      1595       502
  25.27439  25.24878     0.010      1592       500
  25.27312  25.24743     0.010      1596       502
  25.27185  25.24599     0.010      1593       501
  25.27058  25.24459     0.010      1591       500
  25.26931  25.24324     0.010      1594       501
  25.26804  25.24200     0.010      1594       501
  25.26677  25.24085     0.010      1592       500
  25.26550  25.23972     0.010      1590       500
  25.26423  25.23848     0.010      1595       500
  25.26296  25.23710     0.010      1592       499
  25.26169  25.23566     0.010      1593       500
  25.26042  25.23427     0.010      1593       500
  25.25915  25.23295     0.010      1592       499
  25.25788  25.23174     0.010      1592       499
  25.25661  25.23062     0.010      1593       500
  25.25534  25.22949     0.010      1593       500
  25.25407  25.22823     0.010      1592       498
  25.25280  25.22683     0.010      1593       500
  25.25153  25.22541     0.010      1594       500
  25.25026  25.22403     0.010      1593       499
  25.24899  25.22272     0.010      1589       498
  25.24772  25.22152     0.010      1591       498
  25.24645  25.22040     0.010      1593       499
  25.24518  25.21926     0.010      1591       497
  25.24391  25.21796     0.010      1591       499
  25.24264  25.21655     0.010      1589       498
  25.24137  25.21512     0.010      1593       498
  25.24010  25.21375     0.010      1590       497
  25.23883  25.21247     0.010      1590       497
  25.23756  25.21129     0.010      1589       498
  25.23629  25.21017     0.010      1587       497
  25.23502  25.20900     0.010      1586       497
  25.23375  25.20767     0.010      1584       497
  25.23248  25.20625     0.010      1574       492
  25.23121  25.20485     0.010      1522       477
  25.22994  25.20350     0.010      1479       463
  25.22867  25.20224     0.010      1514       475
  25.22740  25.20108     0.010      1577       494
  25.22613  25.19997     0.010      1597       501
  25.22486  25.19878     0.010      1593       500
  25.22359  25.19743     0.010      1598       500
  25.22232  25.19599     0.010      1593       499
  25.22105  25.19459     0.010      1594       500
  25.21978  25.19325     0.010      1593       501
  25.21851  25.19200     0.010      1591       498
  25.21724  25.19086     0.010      1593       500
  25.21597  25.18974     0.010      1596       500
  25.21470  25.18851     0.010      1591       500
  25.21343  25.18713     0.010      1593       501
  25.21216  25.18570     0.010      1593       501
  25.21089  25.18431     0.010      1591       502
  25.20962  25.18298     0.010      1589       500
  25.20835  25.18176     0.010      1594       502
  25.20708  25.18063     0.010      1592       503
  25.20581  25.17951     0.010      1590       501
  25.20454  25.17826     0.010      1593       503
  25.20327  25.17687     0.010      1592       503
  25.20200  25.17545     0.010      1591       503
  25.20073  25.17407     0.010      1589       504
  25.19946  25.17277     0.010      1591       503
  25.19819  25.17157     0.010      1590       504
  25.19692  25.17045     0.010      1589       505
  25.19565  25.16931     0.010      1593       507
  25.19438  25.16801     0.010      1590       505
  25.19311  25.16660     0.010      1589       505
  25.19184  25.16518     0.010      1590       507
  25.19057  25.16380     0.010      1589       507
  25.18930  25.16252     0.010      1588       507
  25.18803  25.16133     0.010      1587       507
  25.18676  25.16021     0.010      1587       507
  25.18549  25.15905     0.010      1589       508
  25.18422  25.15773     0.010      1586       508
  25.18295  25.15630     0.010      1584       508
  25.18168  25.15489     0.010      1580       507
  25.18041  25.15352     0.010      1555       500
  25.17914  25.15226     0.010      1526       492
  25.17787  25.15110     0.010      1512       486
  25.17660  25.14999     0.010      1513       489
  25.17533  25.14881     0.010      1515       489
  25.17406  25.14747     0.010      1514       488
  25.17279  25.14604     0.010      1534       497
  25.17152  25.14465     0.010      1532       495
  25.17025  25.14330     0.010      1477       477
  25.16898  25.14206     0.010      1478       479
  25.16771  25.14091     0.010      1552       503
  25.16644  25.13980     0.010      1587       514
  25.16517  25.13858     0.010      1554       504
  25.16390  25.13721     0.010      1520       494
  25.16263  25.13578     0.010      1506       490
  25.16136  25.13439     0.010      1524       496
  25.16009  25.13306     0.010      1566       511
  25.15882  25.13183     0.010      1564       509
  25.15755  25.13070     0.010      1507       493
  25.15628  25.12957     0.010      1481       484
  25.15501  25.12832     0.010      1541       503
  25.15374  25.12693     0.010      1589       519
  25.15247  25.12549     0.010      1562       511
  25.15120  25.12411     0.010      1548       508
  25.14993  25.12280     0.010      1552       508
  25.14866  25.12160     0.010      1537       504
  25.14739  25.12048     0.010      1533       503
  25.14612  25.11935     0.010      1538       505
  25.14485  25.11807     0.010      1566       513
  25.14358  25.11667     0.010      1593       524
  25.14231  25.11525     0.010      1593       523
  25.14104  25.11387     0.010      1592       524
  25.13977  25.11258     0.010      1594       525
  25.13850  25.11139     0.010      1592       524
  25.13723  25.11027     0.010      1594       524
  25.13596  25.10912     0.010      1593       525
  25.13469  25.10781     0.010      1591       525
  25.13342  25.10638     0.010      1595       528
  25.13215  25.10497     0.010      1590       525
  25.13088  25.10361     0.010      1592       526
  25.12961  25.10234     0.010      1591       526
  25.12834  25.10117     0.010      1591       526
  25.12707  25.10005     0.010      1588       525
  25.12580  25.09887     0.010      1591       526
  25.12453  25.09752     0.010      1591       527
  25.12326  25.09610     0.010      1590       526
  25.12199  25.09470     0.010      1588       527
  25.12072  25.09336     0.010      1591       526
  25.11945  25.09211     0.010      1588       527
  25.11818  25.09096     0.010      1590       529
  25.11691  25.08985     0.010      1590       528
  25.11564  25.08864     0.010      1587       527
  25.11437  25.08728     0.010      1590       528
  25.11310  25.08585     0.010      1587       528
  25.11183  25.08445     0.010      1588       529
  25.11056  25.08311     0.010      1586       529
  25.10929  25.08188     0.010      1585       528
  25.10802  25.08075     0.010      1585       528
  25.10675  25.07962     0.010      1586       528
  25.10548  25.07838     0.010      1585       529
  25.10421  25.07700     0.010      1588       529
  25.10294  25.07556     0.010      1581       528
  25.10167  25.07418     0.010      1582       528
  25.10040  25.07286     0.010      1583       528
  25.09913  25.07164     0.010      1577       527
  25.09786  25.07052     0.010      1561       522
  25.09659  25.06939     0.010      1512       505
  25.09532  25.06811     0.010      1483       497
  25.09405  25.06672     0.010      1527       512
  25.09278  25.06530     0.010      1576       527
  25.09151  25.06392     0.010      1583       530
  25.09024  25.06264     0.010      1584       531
  25.08897  25.06145     0.010      1585       532
  25.08770  25.06033     0.010      1586       531
  25.08643  25.05918     0.010      1585       533
  25.08516  25.05788     0.010      1582       530
  25.08389  25.05647     0.010      1586       532
  25.08262  25.05504     0.010      1581       531
  25.08135  25.05367     0.010      1582       531
  25.08008  25.05239     0.010      1582       533
  25.07881  25.05122     0.010      1583       531
  25.07754  25.05011     0.010      1583       532
  25.07627  25.04894     0.010      1581       531
  25.07500  25.04760     0.010      1580       531
  25.07373  25.04617     0.010      1580       532
  25.07246  25.04476     0.010      1577       530
  25.07119  25.04340     0.010      1580       532
  25.06992  25.04215     0.010      1582       535
  25.06865  25.04100     0.010      1575       531
  25.06738  25.03989     0.010      1580       533
  25.06611  25.03869     0.010      1578       533
  25.06484  25.03734     0.010      1577       531
  25.06357  25.03591     0.010      1580       535
  25.06230  25.03452     0.010      1577       532
  25.06103  25.03318     0.010      1577       533
  25.05976  25.03195     0.010      1578       533
  25.05849  25.03081     0.010      1576       534
  25.05722  25.02969     0.010      1580       535
  25.05595  25.02846     0.010      1576       533
  25.05468  25.02709     0.010      1573       532
  25.05341  25.02565     0.010      1573       534
  25.05214  25.02426     0.010      1575       533
  25.05087  25.02294     0.010      1573       534
  25.04960  25.02173     0.010      1573       534
  25.04833  25.02060     0.010      1576       535
  25.04706  25.01947     0.010      1572       535
  25.04579  25.01821     0.010      1571       534
  25.04452  25.01681     0.010      1570       535
  25.04325  25.01537     0.010      1570       534
  25.04198  25.01400     0.010      1570       535
  25.04071  25.01270     0.010      1571       536
  25.03944  25.01151     0.010      1571       535
  25.03817  25.01040     0.010      1570       536
  25.03690  25.00926     0.010      1565       534
  25.03563  25.00797     0.010      1570       535
  25.03436  25.00657     0.010      1567       535
  25.03309  25.00515     0.010      1567       534
  25.03182  25.00379     0.010      1570       537
  25.03055  25.00250     0.010      1571       537
  25.02928  25.00132     0.010      1570       537
  25.02801  25.00021     0.010      1567       537
  25.02674  24.99905     0.010      1571       538
  25.02547  24.99773     0.010      1561       535
  25.02420  24.99630     0.010      1568       538
  25.02293  24.99489     0.010      1567       537
  25.02166  24.99353     0.010      1568       538
  25.02039  24.99227     0.010      1568       537
  25.01912  24.99110     0.010      1563       537
  25.01785  24.98999     0.010      1564       537
  25.01658  24.98879     0.010      1564       537
  25.01531  24.98745     0.010      1564       539
  25.01404  24.98602     0.010      1566       538
  25.01277  24.98462     0.010      1567       538
  25.01150  24.98329     0.010      1563       538
  25.01023  24.98205     0.010      1567       539
  25.00896  24.98091     0.010      1561       538
  25.00769  24.97980     0.010      1535       529
  25.00642  24.97859     0.010      1512       521
  25.00515  24.97723     0.010      1499       518
  25.00388  24.97581     0.010      1508       521
  25.00261  24.97442     0.010      1532       530
  25.00134  24.97309     0.010      1550       536
  25.00007  24.97186     0.010      1553       538
  24.99880  24.97073     0.010      1551       537
  24.99753  24.96961     0.010      1555       540
  24.99626  24.96837     0.010      1559       540
  24.99499  24.96698     0.010      1553       539
  24.99372  24.96555     0.010      1559       541
  24.99245  24.96417     0.010      1553       539
  24.99118  24.96285     0.010      1553       540
  24.98991  24.96164     0.010      1556       540
  24.98864  24.96052     0.010      1555       540
  24.98737  24.95938     0.010      1556       541
  24.98610  24.95811     0.010      1558       543
  24.98483  24.95672     0.010      1553       540
  24.98356  24.95530     0.010      1558       542
  24.98229  24.95393     0.010      1551       540
  24.98102  24.95264     0.010      1549       539
  24.97975  24.95146     0.010      1557       545
  24.97848  24.95034     0.010      1549       539
  24.97721  24.94920     0.010      1553       543
  24.97594  24.94790     0.010      1554       542
  24.97467  24.94649     0.010      1550       542
  24.97340  24.94507     0.010      1554       544
  24.97213  24.94371     0.010      1549       540
  24.97086  24.94243     0.010      1551       543
  24.96959  24.94125     0.010      1552       542
  24.96832  24.94014     0.010      1551       542
  24.96705  24.93897     0.010      1555       544
  24.96578  24.93764     0.010      1549       542
  24.96451  24.93622     0.010      1546       541
  24.96324  24.93481     0.010      1549       543
  24.96197  24.93345     0.010      1544       541
  24.96070  24.93219     0.010      1551       544
  24.95943  24.93104     0.010      1549       543
  24.95816  24.92993     0.010      1545       541
  24.95689  24.92874     0.010      1555       546
  24.95562  24.92739     0.010      1544       540
  24.95435  24.92597     0.010      1545       543
  24.95308  24.92457     0.010      1545       543
  24.95181  24.92324     0.010      1540       541
  24.95054  24.92200     0.010      1549       543
  24.94927  24.92086     0.010      1547       544
  24.94800  24.91975     0.010      1544       544
  24.94673  24.91852     0.010      1547       544
  24.94546  24.91715     0.010      1541       542
  24.94419  24.91572     0.010      1544       543
  24.94292  24.91433     0.010      1543       544
  24.94165  24.91300     0.010      1541       543
  24.94038  24.91177     0.010      1543       544
  24.93911  24.91064     0.010      1545       544
  24.93784  24.90952     0.010      1537       542
  24.93657  24.90826     0.010      1542       542
  24.93530  24.90686     0.010      1541       542
  24.93403  24.90542     0.010      1539       542
  24.93276  24.90404     0.010      1541       543
  24.93149  24.90274     0.010      1540       542
  24.93022  24.90154     0.010      1541       544
  24.92895  24.90042     0.010      1536       543
  24.92768  24.89928     0.010      1536       541
  24.92641  24.89800     0.010      1535       542
  24.92514  24.89660     0.010      1537       542
  24.92387  24.89517     0.010      1538       544
  24.92260  24.89380     0.010      1538       543
  24.92133  24.89252     0.010      1536       542
  24.92006  24.89134     0.010      1538       544
  24.91879  24.89022     0.010      1530       542
  24.91752  24.88906     0.010      1534       543
  24.91625  24.88774     0.010      1534       542
  24.91498  24.88632     0.010      1534       542
  24.91371  24.88490     0.010      1539       544
  24.91244  24.88354     0.010      1534       543
  24.91117  24.88228     0.010      1532       542
  24.90990  24.88112     0.010      1531       544
  24.90863  24.88000     0.010      1526       542
  24.90736  24.87881     0.010      1534       542
  24.90609  24.87746     0.010      1534       545
  24.90482  24.87603     0.010      1530       543
  24.90355  24.87463     0.010      1538       546
  24.90228  24.87329     0.010      1528       543
  24.90101  24.87204     0.010      1528       542
  24.89974  24.87091     0.010      1530       543
  24.89847  24.86979     0.010      1528       541
  24.89720  24.86858     0.010      1526       542
  24.89593  24.86722     0.010      1530       543
  24.89466  24.86579     0.010      1532       543
  24.89339  24.86440     0.010      1530       545
  24.89212  24.86307     0.010      1527       542
  24.89085  24.86185     0.010      1525       543
  24.88958  24.86071     0.010      1527       542
  24.88831  24.85958     0.010      1530       544
  24.88704  24.85834     0.010      1531       545
  24.88577  24.85695     0.010      1530       544
  24.88450  24.85551     0.010      1523       542
  24.88323  24.85413     0.010      1526       543
  24.88196  24.85282     0.010      1526       543
  24.88069  24.85161     0.010      1527       544
  24.87942  24.85049     0.010      1522       543
  24.87815  24.84935     0.010      1527       543
  24.87688  24.84807     0.010      1528       544
  24.87561  24.84667     0.010      1522       544
  24.87434  24.84525     0.010      1524       543
  24.87307  24.84387     0.010      1519       543
  24.87180  24.84259     0.010      1524       543
  24.87053  24.84140     0.010      1521       543
  24.86926  24.84029     0.010      1527       544
  24.86799  24.83914     0.010      1521       544
  24.86672  24.83783     0.010      1525       543
  24.86545  24.83642     0.010      1520       544
  24.86418  24.83501     0.010      1520       542
  24.86291  24.83364     0.010      1519       543
  24.86164  24.83236     0.010      1519       542
  24.86037  24.83119     0.010      1522       544
  24.85910  24.83008     0.010      1523       544
  24.85783  24.82891     0.010      1521       544
  24.85656  24.82757     0.010      1516       542
  24.85529  24.82615     0.010      1520       544
  24.85402  24.82474     0.010      1517       543
  24.85275  24.82338     0.010      1518       543
  24.85148  24.82213     0.010      1519       544
  24.85021  24.82098     0.010      1519       543
  24.84894  24.81986     0.010      1517       544
  24.84767  24.81866     0.010      1515       544
  24.84640  24.81731     0.010      1516       543
  24.84513  24.81588     0.010      1514       542
  24.84386  24.81449     0.010      1515       544
  24.84259  24.81316     0.010      1518       545
  24.84132  24.81193     0.010      1510       541
  24.84005  24.81080     0.010      1517       545
  24.83878  24.80968     0.010      1516       544
  24.83751  24.80845     0.010      1510       542
  24.83624  24.80707     0.010      1512       544
  24.83497  24.80563     0.010      1512       542
  24.83370  24.80425     0.010      1515       545
  24.83243  24.80293     0.010      1513       543
  24.83116  24.80171     0.010      1509       543
  24.82989  24.80059     0.010      1512       545
  24.82862  24.79945     0.010      1505       541
  24.82735  24.79818     0.010      1511       544
  24.82608  24.79679     0.010      1514       546
  24.82481  24.79535     0.010      1508       544
  24.82354  24.79397     0.010      1512       546
  24.82227  24.79267     0.010      1510       545
  24.82100  24.79148     0.010      1507       544
  24.81973  24.79036     0.010      1508       546
  24.81846  24.78922     0.010      1505       542
  24.81719  24.78793     0.010      1509       544
  24.81592  24.78652     0.010      1508       545
  24.81465  24.78511     0.010      1503       544
  24.81338  24.78375     0.010      1510       546
  24.81211  24.78247     0.010      1507       546
  24.81084  24.78130     0.010      1502       544
  24.80957  24.78018     0.010      1505       545
  24.80830  24.77902     0.010      1503       545
  24.80703  24.77769     0.010      1507       546
  24.80576  24.77627     0.010      1510       547
  24.80449  24.77486     0.010      1499       543
  24.80322  24.77350     0.010      1504       547
  24.80195  24.77224     0.010      1506       546
  24.80068  24.77108     0.010      1492       542
  24.79941  24.76996     0.010      1510       549
  24.79814  24.76876     0.010      1501       546
  24.79687  24.76740     0.010      1497       544
  24.79560  24.76598     0.010      1507       548
  24.79433  24.76457     0.010      1494       544
  24.79306  24.76323     0.010      1497       545
  24.79179  24.76200     0.010      1502       547
  24.79052  24.76086     0.010      1493       544
  24.78925  24.75974     0.010      1506       548
  24.78798  24.75853     0.010      1502       548
  24.78671  24.75717     0.010      1497       547
  24.78544  24.75574     0.010      1503       549
  24.78417  24.75436     0.010      1493       545
  24.78290  24.75303     0.010      1497       548
  24.78163  24.75181     0.010      1497       547
  24.78036  24.75068     0.010      1497       547
  24.77909  24.74955     0.010      1496       547
  24.77782  24.74831     0.010      1501       550
  24.77655  24.74692     0.010      1495       547
  24.77528  24.74549     0.010      1494       548
  24.77401  24.74411     0.010      1494       549
  24.77274  24.74280     0.010      1498       548
  24.77147  24.74159     0.010      1493       547
  24.77020  24.74046     0.010      1494       548
  24.76893  24.73932     0.010      1496       549
  24.76766  24.73804     0.010      1492       549
  24.76639  24.73664     0.010      1491       548
  24.76512  24.73521     0.010      1489       548
  24.76385  24.73384     0.010      1492       548
  24.76258  24.73256     0.010      1492       548
  24.76131  24.73138     0.010      1495       551
  24.76004  24.73028     0.010      1490       549
  24.75877  24.72913     0.010      1492       549
  24.75750  24.72782     0.010      1491       550
  24.75623  24.72642     0.010      1491       550
  24.75496  24.72500     0.010      1486       549
  24.75369  24.72364     0.010      1491       552
  24.75242  24.72237     0.010      1492       551
  24.75115  24.72120     0.010      1489       550
  24.74988  24.72009     0.010      1491       550
  24.74861  24.71891     0.010      1488       550
  24.74734  24.71757     0.010      1486       551
  24.74607  24.71614     0.010      1486       549
  24.74480  24.71474     0.010      1485       551
  24.74353  24.71338     0.010      1492       553
  24.74226  24.71213     0.010      1487       552
  24.74099  24.71098     0.010      1487       551
  24.73972  24.70986     0.010      1487       552
  24.73845  24.70866     0.010      1481       549
  24.73718  24.70730     0.010      1482       550
  24.73591  24.70588     0.010      1486       552
  24.73464  24.70449     0.010      1480       551
  24.73337  24.70316     0.010      1486       553
  24.73210  24.70193     0.010      1487       553
  24.73083  24.70080     0.010      1482       551
  24.72956  24.69969     0.010      1484       553
  24.72829  24.69846     0.010      1477       551
  24.72702  24.69709     0.010      1482       553
  24.72575  24.69565     0.010      1488       554
  24.72448  24.69427     0.010      1481       553
  24.72321  24.69295     0.010      1483       553
  24.72194  24.69173     0.010      1480       552
  24.72067  24.69061     0.010      1477       552
  24.71940  24.68947     0.010      1479       554
  24.71813  24.68821     0.010      1481       553
  24.71686  24.68682     0.010      1482       554
  24.71559  24.68539     0.010      1476       552
  24.71432  24.68400     0.010      1478       555
  24.71305  24.68270     0.010      1481       555
  24.71178  24.68150     0.010      1473       552
  24.71051  24.68039     0.010      1477       554
  24.70924  24.67925     0.010      1479       555
  24.70797  24.67796     0.010      1474       553
  24.70670  24.67656     0.010      1480       557
  24.70543  24.67514     0.010      1476       553
  24.70416  24.67378     0.010      1473       554
  24.70289  24.67250     0.010      1470       554
  24.70162  24.67133     0.010      1472       553
  24.70035  24.67022     0.010      1474       555
  24.69908  24.66906     0.010      1475       554
  24.69781  24.66774     0.010      1471       555
  24.69654  24.66633     0.010      1477       557
  24.69527  24.66492     0.010      1475       554
  24.69400  24.66356     0.010      1469       554
  24.69273  24.66229     0.010      1473       555
  24.69146  24.66113     0.010      1469       555
  24.69019  24.66002     0.010      1468       553
  24.68892  24.65884     0.010      1473       557
  24.68765  24.65750     0.010      1475       557
  24.68638  24.65607     0.010      1469       555
  24.68511  24.65466     0.010      1469       556
  24.68384  24.65332     0.010      1470       555
  24.68257  24.65207     0.010      1467       555
  24.68130  24.65093     0.010      1471       557
  24.68003  24.64982     0.010      1463       554
  24.67876  24.64862     0.010      1474       558
  24.67749  24.64726     0.010      1464       555
  24.67622  24.64584     0.010      1466       556
  24.67495  24.64445     0.010      1468       557
  24.67368  24.64312     0.010      1462       554
  24.67241  24.64190     0.010      1466       557
  24.67114  24.64076     0.010      1464       556
  24.66987  24.63964     0.010      1466       557
  24.66860  24.63840     0.010      1462       557
  24.66733  24.63703     0.010      1466       558
  24.66606  24.63560     0.010      1462       556
  24.66479  24.63421     0.010      1459       557
  24.66352  24.63290     0.010      1462       556
  24.66225  24.63168     0.010      1466       559
  24.66098  24.63056     0.010      1461       557
  24.65971  24.62943     0.010      1461       556
  24.65844  24.62816     0.010      1460       558
  24.65717  24.62677     0.010      1461       557
  24.65590  24.62534     0.010      1458       556
  24.65463  24.62397     0.010      1460       558
  24.65336  24.62267     0.010      1462       558
  24.65209  24.62149     0.010      1460       559
  24.65082  24.62038     0.010      1457       557
  24.64955  24.61924     0.010      1458       559
  24.64828  24.61795     0.010      1460       558
  24.64701  24.61655     0.010      1453       558
  24.64574  24.61513     0.010      1456       559
  24.64447  24.61377     0.010      1457       559
  24.64320  24.61249     0.010      1457       559
  24.64193  24.61131     0.010      1457       558
  24.64066  24.61019     0.010      1458       559
  24.63939  24.60903     0.010      1454       559
  24.63812  24.60771     0.010      1451       557
  24.63685  24.60629     0.010      1454       558
  24.63558  24.60488     0.010      1456       560
  24.63431  24.60352     0.010      1450       558
  24.63304  24.60225     0.010      1457       561
  24.63177  24.60109     0.010      1454       560
  24.63050  24.59997     0.010      1449       557
  24.62923  24.59878     0.010      1452       561
  24.62796  24.59743     0.010      1448       558
  24.62669  24.59600     0.010      1454       560
  24.62542  24.59461     0.010      1451       560
  24.62415  24.59326     0.010      1449       559
  24.62288  24.59202     0.010      1454       561
  24.62161  24.59088     0.010      1449       559
  24.62034  24.58977     0.010      1445       560
  24.61907  24.58856     0.010      1453       563
  24.61780  24.58719     0.010      1444       559
  24.61653  24.58576     0.010      1447       561
  24.61526  24.58436     0.010      1450       560
  24.61399  24.58303     0.010      1449       562
  24.61272  24.58181     0.010      1447       560
  24.61145  24.58067     0.010      1442       559
  24.61018  24.57954     0.010      1448       562
  24.60891  24.57829     0.010      1444       561
  24.60764  24.57690     0.010      1444       560
  24.60637  24.57546     0.010      1443       561
  24.60510  24.57408     0.010      1449       563
  24.60383  24.57276     0.010      1439       559
  24.60256  24.57156     0.010      1446       562
  24.60129  24.57044     0.010      1439       560
  24.60002  24.56929     0.010      1440       560
  24.59875  24.56801     0.010      1442       561
  24.59748  24.56661     0.010      1445       564
  24.59621  24.56519     0.010      1444       562
  24.59494  24.56382     0.010      1437       560
  24.59367  24.56254     0.010      1437       561
  24.59240  24.56136     0.010      1442       562
  24.59113  24.56024     0.010      1434       561
